# KE    Fraction
  0.0   0.165816
 25.0   0.678814
 50.0   0.404552
 75.0   0.314924
100.0   0.297785
125.0   0.285370
150.0   0.265991
175.0   0.278519
200.0   0.279576
225.0   0.297820
250.0   0.558071
275.0   0.749024
300.0   0.558653
325.0   0.501813
350.0   0.514185
375.0   0.506430
400.0   0.478487
425.0   0.454964
450.0   0.433994
475.0   0.410488
500.0   0.386089
525.0   0.363123
550.0   0.342379
575.0   0.324021
600.0   0.306555
625.0   0.288403
650.0   0.269886
675.0   0.251968
700.0   0.235181
725.0   0.219771
750.0   0.206004
775.0   0.194142
800.0   0.184502
825.0   0.177194
850.0   0.171779
875.0   0.167821
900.0   0.165184
925.0   0.163748
950.0   0.163199
975.0   0.163171
1000.0   0.163302
