# KE    Fraction
  0.0   0.216820
 25.0   0.437663
 50.0   0.480334
 75.0   0.498949
100.0   0.506725
125.0   0.508245
150.0   0.517683
175.0   0.547253
200.0   0.583957
225.0   0.608132
250.0   0.620113
275.0   0.625510
300.0   0.621349
325.0   0.603555
350.0   0.579208
375.0   0.560246
400.0   0.544292
425.0   0.524007
450.0   0.500064
475.0   0.475637
500.0   0.451652
525.0   0.428313
550.0   0.406704
575.0   0.387624
600.0   0.369408
625.0   0.350130
650.0   0.330095
675.0   0.310387
700.0   0.291645
725.0   0.274205
750.0   0.258422
775.0   0.244666
800.0   0.233426
825.0   0.224931
850.0   0.218661
875.0   0.214085
900.0   0.211069
925.0   0.209504
950.0   0.208999
975.0   0.209096
1000.0   0.209332
