# KE    Fraction
  0.0        inf
 25.0  10.991315
 50.0   0.539815
 75.0   0.388081
100.0   0.354151
125.0   0.350877
150.0   0.357164
175.0   0.369085
200.0   0.383366
225.0   0.393761
250.0   0.398385
275.0   0.397256
300.0   0.390435
325.0   0.378897
350.0   0.365273
375.0   0.353425
400.0   0.346542
425.0   0.345511
450.0   0.349171
475.0   0.355652
500.0   0.363372
525.0   0.371311
550.0   0.378924
575.0   0.385968
600.0   0.392368
625.0   0.398134
650.0   0.403312
675.0   0.407963
700.0   0.412149
725.0   0.415925
750.0   0.419344
775.0   0.422450
800.0   0.425283
825.0   0.427874
850.0   0.430253
875.0   0.432445
900.0   0.434470
925.0   0.436346
950.0   0.438089
975.0   0.439713
1000.0   0.441229
