# KE    Fraction
  0.0   0.247046
 25.0   0.481725
 50.0   0.519684
 75.0   0.538187
100.0   0.547497
125.0   0.549966
150.0   0.559836
175.0   0.589765
200.0   0.626881
225.0   0.651299
250.0   0.663299
275.0   0.668703
300.0   0.664990
325.0   0.648397
350.0   0.625388
375.0   0.607221
400.0   0.591790
425.0   0.572113
450.0   0.548778
475.0   0.524837
500.0   0.501190
525.0   0.478042
550.0   0.456516
575.0   0.437473
600.0   0.419189
625.0   0.399596
650.0   0.378948
675.0   0.358358
700.0   0.338533
725.0   0.319881
750.0   0.302819
775.0   0.287806
800.0   0.275485
825.0   0.266204
850.0   0.259384
875.0   0.254414
900.0   0.251177
925.0   0.249576
950.0   0.249166
975.0   0.249407
1000.0   0.249751
