# KE    Fraction
  0.0   0.131046
 25.0   0.076992
 50.0   0.343885
 75.0   0.578031
100.0   0.338859
125.0   0.322353
150.0   0.291639
175.0   0.267550
200.0   0.257992
225.0   0.267464
250.0   0.232432
275.0   0.221983
300.0   0.201410
325.0   0.227783
350.0   0.292510
375.0   0.305456
400.0   0.281324
425.0   0.265884
450.0   0.259220
475.0   0.247707
500.0   0.230037
525.0   0.211369
550.0   0.194986
575.0   0.182395
600.0   0.172875
625.0   0.163478
650.0   0.152693
675.0   0.139724
700.0   0.123897
725.0   0.106811
750.0   0.092260
775.0   0.081908
800.0   0.076165
825.0   0.075640
850.0   0.082776
875.0   0.104912
900.0   0.141130
925.0   0.153650
950.0   0.139260
975.0   0.127738
1000.0   0.139273
