# KE    Fraction
  0.0   0.107815
 25.0   0.065840
 50.0   0.298104
 75.0   0.411853
100.0   0.392339
125.0   0.372052
150.0   0.356650
175.0   0.358205
200.0   0.365666
225.0   0.373913
250.0   0.382329
275.0   0.371104
300.0   0.349979
325.0   0.381046
350.0   0.444740
375.0   0.448478
400.0   0.409586
425.0   0.383701
450.0   0.366549
475.0   0.344950
500.0   0.321072
525.0   0.299389
550.0   0.280384
575.0   0.263530
600.0   0.247532
625.0   0.231202
650.0   0.214847
675.0   0.199255
700.0   0.184840
725.0   0.171774
750.0   0.160236
775.0   0.150394
800.0   0.142434
825.0   0.136387
850.0   0.131895
875.0   0.128609
900.0   0.126401
925.0   0.125157
950.0   0.124629
975.0   0.124535
1000.0   0.124596
