# KE    Fraction
  0.0   0.228908
 25.0   0.769607
 50.0   0.496485
 75.0   0.343222
100.0   0.314224
125.0   0.348062
150.0   0.368577
175.0   0.380876
200.0   0.399084
225.0   0.416510
250.0   0.421576
275.0   0.412452
300.0   0.415600
325.0   0.470876
350.0   0.596693
375.0   0.625664
400.0   0.562204
425.0   0.530198
450.0   0.518335
475.0   0.497262
500.0   0.470109
525.0   0.445954
550.0   0.425142
575.0   0.406233
600.0   0.387723
625.0   0.368215
650.0   0.347949
675.0   0.327873
700.0   0.308669
725.0   0.290736
750.0   0.274450
775.0   0.260205
800.0   0.248546
825.0   0.239742
850.0   0.233255
875.0   0.228523
900.0   0.225417
925.0   0.223831
950.0   0.223354
975.0   0.223499
1000.0   0.223773
