# KE    Fraction
  0.0   0.207710
 25.0   0.422664
 50.0   0.467752
 75.0   0.487595
100.0   0.495817
125.0   0.497251
150.0   0.506392
175.0   0.535744
200.0   0.572307
225.0   0.596381
250.0   0.608309
275.0   0.613683
300.0   0.609416
325.0   0.591350
350.0   0.566714
375.0   0.547595
400.0   0.531549
425.0   0.511168
450.0   0.487144
475.0   0.462671
500.0   0.438682
525.0   0.415381
550.0   0.393835
575.0   0.374824
600.0   0.356704
625.0   0.337588
650.0   0.317792
675.0   0.298386
700.0   0.279989
725.0   0.262916
750.0   0.247506
775.0   0.234108
800.0   0.223174
825.0   0.214903
850.0   0.208792
875.0   0.204331
900.0   0.201384
925.0   0.199837
950.0   0.199317
975.0   0.199384
1000.0   0.199597
