# KE    Fraction
  0.0   0.212942
 25.0   0.879147
 50.0   0.475024
 75.0   0.342741
100.0   0.321080
125.0   0.345170
150.0   0.364526
175.0   0.378956
200.0   0.396385
225.0   0.413201
250.0   0.417789
275.0   0.406489
300.0   0.405126
325.0   0.452215
350.0   0.573824
375.0   0.604158
400.0   0.538795
425.0   0.506670
450.0   0.494484
475.0   0.473162
500.0   0.446041
525.0   0.421942
550.0   0.401128
575.0   0.382266
600.0   0.363896
625.0   0.344637
650.0   0.324749
675.0   0.305179
700.0   0.286572
725.0   0.269286
750.0   0.253665
775.0   0.240063
800.0   0.228954
825.0   0.220555
850.0   0.214353
875.0   0.209827
900.0   0.206840
925.0   0.205282
950.0   0.204771
975.0   0.204855
1000.0   0.205080
