# KE    Fraction
  0.0   0.390099
 25.0   0.039912
 50.0   0.074115
 75.0   0.105399
100.0   0.126429
125.0   0.132878
150.0   0.133750
175.0   0.138073
200.0   0.144411
225.0   0.149366
250.0   0.153050
275.0   0.155702
300.0   0.154489
325.0   0.146748
350.0   0.136165
375.0   0.128174
400.0   0.122169
425.0   0.115791
450.0   0.109145
475.0   0.102976
500.0   0.097275
525.0   0.091853
550.0   0.086831
575.0   0.082312
600.0   0.077928
625.0   0.073323
650.0   0.068816
675.0   0.064806
700.0   0.061274
725.0   0.058111
750.0   0.055317
775.0   0.052912
800.0   0.050875
825.0   0.049180
850.0   0.047808
875.0   0.046743
900.0   0.045968
925.0   0.045463
950.0   0.045204
975.0   0.045171
1000.0   0.045336
