# KE    Fraction
  0.0   0.250575
 25.0   0.719216
 50.0   0.524069
 75.0   0.332119
100.0   0.285632
125.0   0.348039
150.0   0.376258
175.0   0.386128
200.0   0.405384
225.0   0.417074
250.0   0.412328
275.0   0.399198
300.0   0.408738
325.0   0.486100
350.0   0.631376
375.0   0.661627
400.0   0.597999
425.0   0.565418
450.0   0.555206
475.0   0.535040
500.0   0.507804
525.0   0.483724
550.0   0.463242
575.0   0.444512
600.0   0.425985
625.0   0.406315
650.0   0.385697
675.0   0.365043
700.0   0.345085
725.0   0.326292
750.0   0.309086
775.0   0.293922
800.0   0.281469
825.0   0.272092
850.0   0.265207
875.0   0.260193
900.0   0.256932
925.0   0.255331
950.0   0.254938
975.0   0.255202
1000.0   0.255565
