# KE    Fraction
  0.0   0.039118
 25.0   0.007018
 50.0   0.033068
 75.0   0.040716
100.0   0.041476
125.0   0.043342
150.0   0.052794
175.0   0.054715
200.0   0.047760
225.0   0.052788
250.0   0.058932
275.0   0.051830
300.0   0.052668
325.0   0.095968
350.0   0.199768
375.0   0.201795
400.0   0.108553
425.0   0.039316
450.0   0.000000
475.0   0.000000
500.0   0.000000
525.0   0.002105
550.0   0.000000
575.0   0.000000
600.0   0.000000
625.0   0.000164
650.0   0.000000
675.0   0.000000
700.0   0.000000
725.0   0.000012
750.0   0.000000
775.0   0.000000
800.0   0.000000
825.0   0.000001
850.0   0.000000
875.0   0.000000
900.0   0.000000
925.0   0.000000
950.0   0.000000
975.0   0.000000
1000.0   0.000000
