# KE    Fraction
  0.0   0.036895
 25.0   0.000000
 50.0   0.030973
 75.0   0.094859
100.0   0.141915
125.0   0.159569
150.0   0.161606
175.0   0.162490
200.0   0.164221
225.0   0.165646
250.0   0.165927
275.0   0.165734
300.0   0.171926
325.0   0.189027
350.0   0.195792
375.0   0.164759
400.0   0.106479
425.0   0.044053
450.0   0.000000
475.0   0.000000
500.0   0.000000
525.0   0.002436
550.0   0.000000
575.0   0.000000
600.0   0.000000
625.0   0.000190
650.0   0.000000
675.0   0.000000
700.0   0.000000
725.0   0.000014
750.0   0.000000
775.0   0.000000
800.0   0.000000
825.0   0.000001
850.0   0.000000
875.0   0.000000
900.0   0.000000
925.0   0.000000
950.0   0.000000
975.0   0.000000
1000.0   0.000000
