# KE    Fraction
  0.0   0.026441
 25.0   0.000000
 50.0   0.021462
 75.0   0.077386
100.0   0.120634
125.0   0.139800
150.0   0.144490
175.0   0.145605
200.0   0.146169
225.0   0.147026
250.0   0.147362
275.0   0.147200
300.0   0.152743
325.0   0.168313
350.0   0.174906
375.0   0.147538
400.0   0.095532
425.0   0.039626
450.0   0.000000
475.0   0.000000
500.0   0.000000
525.0   0.002221
550.0   0.000000
575.0   0.000000
600.0   0.000000
625.0   0.000175
650.0   0.000000
675.0   0.000000
700.0   0.000000
725.0   0.000013
750.0   0.000000
775.0   0.000000
800.0   0.000000
825.0   0.000001
850.0   0.000000
875.0   0.000000
900.0   0.000000
925.0   0.000000
950.0   0.000000
975.0   0.000000
1000.0   0.000000
