# KE    Fraction
  0.0   0.030240
 25.0   0.001829
 50.0   0.024855
 75.0   0.036893
100.0   0.039551
125.0   0.040698
150.0   0.048343
175.0   0.052396
200.0   0.052812
225.0   0.065646
250.0   0.075816
275.0   0.067309
300.0   0.063616
325.0   0.098973
350.0   0.182988
375.0   0.179656
400.0   0.099780
425.0   0.036898
450.0   0.000000
475.0   0.000000
500.0   0.000000
525.0   0.002002
550.0   0.000000
575.0   0.000000
600.0   0.000000
625.0   0.000157
650.0   0.000000
675.0   0.000000
700.0   0.000000
725.0   0.000012
750.0   0.000000
775.0   0.000000
800.0   0.000000
825.0   0.000001
850.0   0.000000
875.0   0.000000
900.0   0.000000
925.0   0.000000
950.0   0.000000
975.0   0.000000
1000.0   0.000000
