# KE    Fraction
  0.0   0.980813
 25.0   0.063834
 50.0   0.070619
 75.0   0.085327
100.0   0.099756
125.0   0.111061
150.0   0.117632
175.0   0.117313
200.0   0.114415
225.0   0.114119
250.0   0.115376
275.0   0.116375
300.0   0.120431
325.0   0.129436
350.0   0.129676
375.0   0.106209
400.0   0.067333
425.0   0.027423
450.0   0.000000
475.0   0.000000
500.0   0.000000
525.0   0.001471
550.0   0.000000
575.0   0.000000
600.0   0.000000
625.0   0.000112
650.0   0.000000
675.0   0.000000
700.0   0.000000
725.0   0.000009
750.0   0.000000
775.0   0.000000
800.0   0.000000
825.0   0.000000
850.0   0.000000
875.0   0.000000
900.0   0.000000
925.0   0.000000
950.0   0.000000
975.0   0.000000
1000.0   0.000000
