# KE    Fraction
  0.0   0.000000
 25.0   0.000000
 50.0   0.000000
 75.0   0.000014
100.0   0.000000
125.0   0.000000
150.0   0.000000
175.0   0.000064
200.0   0.000000
225.0   0.000000
250.0   0.000000
275.0   0.001404
300.0   0.000000
325.0   0.000000
350.0   0.000000
375.0   0.063131
400.0   0.159623
425.0   0.264354
450.0   0.348366
475.0   0.379893
500.0   0.386587
525.0   0.405754
550.0   0.434567
575.0   0.462353
600.0   0.489373
625.0   0.517823
650.0   0.546026
675.0   0.571450
700.0   0.593427
725.0   0.612029
750.0   0.627327
775.0   0.639582
800.0   0.649686
825.0   0.658563
850.0   0.666500
875.0   0.673597
900.0   0.680048
925.0   0.686004
950.0   0.691300
975.0   0.695671
1000.0   0.698834
