# KE    Fraction
  0.0   0.000000
 25.0   0.000000
 50.0   0.000000
 75.0   0.000015
100.0   0.000000
125.0   0.000000
150.0   0.000000
175.0   0.000135
200.0   0.000000
225.0   0.000000
250.0   0.000000
275.0   0.002344
300.0   0.000000
325.0   0.000000
350.0   0.000000
375.0   0.063380
400.0   0.165535
425.0   0.276361
450.0   0.360263
475.0   0.391223
500.0   0.398523
525.0   0.417917
550.0   0.446596
575.0   0.474382
600.0   0.501506
625.0   0.529941
650.0   0.558002
675.0   0.583224
700.0   0.604950
725.0   0.623256
750.0   0.638247
775.0   0.650213
800.0   0.660060
825.0   0.668707
850.0   0.676452
875.0   0.683407
900.0   0.689761
925.0   0.695649
950.0   0.700901
975.0   0.705252
1000.0   0.708415
