# KE    Fraction
  0.0   0.000000
 25.0   0.000000
 50.0   0.000000
 75.0   0.000009
100.0   0.000000
125.0   0.000000
150.0   0.000000
175.0   0.000089
200.0   0.000000
225.0   0.000000
250.0   0.000000
275.0   0.001514
300.0   0.000000
325.0   0.000000
350.0   0.000000
375.0   0.040965
400.0   0.107933
425.0   0.182460
450.0   0.241643
475.0   0.266754
500.0   0.276250
525.0   0.294557
550.0   0.319919
575.0   0.345072
600.0   0.370338
625.0   0.397447
650.0   0.425022
675.0   0.450793
700.0   0.473957
725.0   0.494353
750.0   0.511759
775.0   0.526156
800.0   0.538279
825.0   0.548966
850.0   0.558396
875.0   0.566567
900.0   0.573729
925.0   0.580124
950.0   0.585635
975.0   0.590034
1000.0   0.593081
