# KE    Fraction
  0.0   0.000000
 25.0   0.000000
 50.0   0.000000
 75.0   0.000016
100.0   0.000000
125.0   0.000000
150.0   0.000000
175.0   0.000058
200.0   0.000000
225.0   0.000000
250.0   0.000000
275.0   0.001233
300.0   0.000000
325.0   0.000000
350.0   0.000000
375.0   0.035949
400.0   0.095323
425.0   0.161323
450.0   0.214197
475.0   0.236241
500.0   0.240815
525.0   0.249375
550.0   0.262753
575.0   0.278120
600.0   0.297153
625.0   0.318376
650.0   0.337400
675.0   0.348389
700.0   0.345836
725.0   0.330883
750.0   0.314043
775.0   0.302855
800.0   0.302057
825.0   0.317550
850.0   0.363675
875.0   0.477741
900.0   0.660154
925.0   0.732222
950.0   0.671608
975.0   0.620406
1000.0   0.679169
