# KE    Fraction
  0.0   0.000000
 25.0   0.000000
 50.0   0.000000
 75.0   0.000006
100.0   0.000000
125.0   0.000000
150.0   0.000000
175.0   0.000063
200.0   0.000000
225.0   0.000000
250.0   0.000000
275.0   0.000986
300.0   0.000000
325.0   0.000000
350.0   0.000000
375.0   0.045266
400.0   0.108553
425.0   0.178824
450.0   0.242954
475.0   0.270167
500.0   0.277644
525.0   0.295365
550.0   0.321407
575.0   0.346816
600.0   0.371924
625.0   0.399008
650.0   0.426678
675.0   0.452484
700.0   0.475630
725.0   0.496012
750.0   0.513409
775.0   0.527790
800.0   0.539892
825.0   0.550561
850.0   0.559977
875.0   0.568139
900.0   0.575296
925.0   0.581687
950.0   0.587198
975.0   0.591599
1000.0   0.594650
