# KE    Fraction
  0.0   0.000000
 25.0   0.000000
 50.0   0.000000
 75.0   0.000006
100.0   0.000000
125.0   0.000000
150.0   0.000000
175.0   0.000065
200.0   0.000000
225.0   0.000000
250.0   0.000000
275.0   0.000985
300.0   0.000000
325.0   0.000000
350.0   0.000000
375.0   0.040722
400.0   0.099780
425.0   0.165556
450.0   0.224341
475.0   0.249769
500.0   0.257773
525.0   0.275111
550.0   0.300077
575.0   0.324621
600.0   0.349080
625.0   0.375548
650.0   0.402712
675.0   0.428230
700.0   0.451290
725.0   0.471744
750.0   0.489320
775.0   0.503938
800.0   0.516287
825.0   0.527182
850.0   0.536781
875.0   0.545067
900.0   0.552293
925.0   0.558707
950.0   0.564206
975.0   0.568571
1000.0   0.571572
