# KE    Fraction
  0.0   0.000000
 25.0   0.000000
 50.0   0.000000
 75.0   0.000010
100.0   0.000000
125.0   0.000000
150.0   0.000000
175.0   0.000063
200.0   0.000000
225.0   0.000000
250.0   0.000000
275.0   0.001158
300.0   0.000000
325.0   0.000000
350.0   0.000000
375.0   0.031354
400.0   0.082143
425.0   0.139330
450.0   0.187769
475.0   0.211792
500.0   0.220920
525.0   0.233179
550.0   0.249056
575.0   0.265648
600.0   0.284520
625.0   0.304643
650.0   0.322397
675.0   0.333008
700.0   0.331958
725.0   0.320145
750.0   0.306514
775.0   0.297836
800.0   0.298700
825.0   0.314943
850.0   0.360372
875.0   0.469654
900.0   0.639768
925.0   0.706106
950.0   0.651391
975.0   0.604564
1000.0   0.658951
