# KE    Fraction
  0.0   0.581401
 25.0   0.515306
 50.0   0.404270
 75.0   0.308923
100.0   0.247767
125.0   0.230996
150.0   0.226811
175.0   0.204886
200.0   0.174121
225.0   0.153322
250.0   0.143067
275.0   0.138367
300.0   0.137996
325.0   0.141575
350.0   0.147330
375.0   0.152616
400.0   0.157419
425.0   0.162700
450.0   0.167867
475.0   0.171871
500.0   0.174466
525.0   0.175615
550.0   0.174911
575.0   0.172135
600.0   0.168305
625.0   0.164614
650.0   0.161441
675.0   0.158927
700.0   0.156918
725.0   0.155242
750.0   0.154063
775.0   0.153374
800.0   0.152186
825.0   0.149670
850.0   0.146562
875.0   0.143717
900.0   0.140879
925.0   0.137683
950.0   0.134473
975.0   0.131782
1000.0   0.130149
