# KE    Fraction
  0.0   0.310029
 25.0   0.282061
 50.0   0.271881
 75.0   0.262390
100.0   0.250379
125.0   0.233784
150.0   0.210164
175.0   0.178962
200.0   0.149410
225.0   0.131666
250.0   0.124855
275.0   0.125338
300.0   0.129306
325.0   0.132850
350.0   0.135776
375.0   0.138897
400.0   0.142136
425.0   0.145204
450.0   0.147597
475.0   0.148804
500.0   0.148738
525.0   0.147403
550.0   0.144599
575.0   0.140280
600.0   0.135242
625.0   0.130375
650.0   0.126031
675.0   0.122385
700.0   0.119327
725.0   0.116708
750.0   0.114661
775.0   0.113181
800.0   0.111501
825.0   0.108984
850.0   0.106175
875.0   0.103701
900.0   0.101341
925.0   0.098804
950.0   0.096328
975.0   0.094286
1000.0   0.093059
