# KE    Fraction
  0.0   0.598705
 25.0   0.519548
 50.0   0.409538
 75.0   0.312467
100.0   0.248443
125.0   0.231042
150.0   0.227497
175.0   0.205546
200.0   0.174316
225.0   0.153321
250.0   0.143094
275.0   0.138397
300.0   0.138045
325.0   0.141765
350.0   0.147739
375.0   0.153200
400.0   0.158153
425.0   0.163642
450.0   0.169070
475.0   0.173356
500.0   0.176238
525.0   0.177668
550.0   0.177221
575.0   0.174656
600.0   0.171013
625.0   0.167510
650.0   0.164529
675.0   0.162201
700.0   0.160369
725.0   0.158855
750.0   0.157824
775.0   0.157268
800.0   0.156177
825.0   0.153701
850.0   0.150595
875.0   0.147738
900.0   0.144869
925.0   0.141621
950.0   0.138346
975.0   0.135594
1000.0   0.133923
