# KE    Fraction
  0.0        nan
 25.0   0.000000
 50.0   0.000000
 75.0   0.214877
100.0   0.279663
125.0   0.298246
150.0   0.298109
175.0   0.303012
200.0   0.309382
225.0   0.278196
250.0   0.212546
275.0   0.144194
300.0   0.118596
325.0   0.191099
350.0   0.404131
375.0   0.753646
400.0   1.180819
425.0   1.607344
450.0   1.977822
475.0   2.272193
500.0   2.494353
525.0   2.657710
550.0   2.776626
575.0   2.863131
600.0   2.926337
625.0   2.972845
650.0   3.007342
675.0   3.033140
700.0   3.052584
725.0   3.067343
750.0   3.078616
775.0   3.087271
800.0   3.093943
825.0   3.099103
850.0   3.103099
875.0   3.106195
900.0   3.108590
925.0   3.110436
950.0   3.111850
975.0   3.112924
1000.0   3.113728
