# KE    Fraction
  0.0   0.619893
 25.0   0.633085
 50.0   0.415145
 75.0   0.323520
100.0   0.321831
125.0   0.358527
150.0   0.364506
175.0   0.339650
200.0   0.296342
225.0   0.236517
250.0   0.189592
275.0   0.184224
300.0   0.194766
325.0   0.187517
350.0   0.148105
375.0   0.138395
400.0   0.158965
425.0   0.168602
450.0   0.170534
475.0   0.174137
500.0   0.178506
525.0   0.180637
550.0   0.180272
575.0   0.177941
600.0   0.174665
625.0   0.171475
650.0   0.168764
675.0   0.166717
700.0   0.165165
725.0   0.163906
750.0   0.163106
775.0   0.162757
800.0   0.161820
825.0   0.159417
850.0   0.156327
875.0   0.153461
900.0   0.150556
925.0   0.147236
950.0   0.143872
975.0   0.141037
1000.0   0.139312
