# KE    Fraction
  0.0   0.431238
 25.0   0.779132
 50.0   0.341481
 75.0   0.201725
100.0   0.154264
125.0   0.135847
150.0   0.116464
175.0   0.099118
200.0   0.085398
225.0   0.078010
250.0   0.076556
275.0   0.076881
300.0   0.079047
325.0   0.083670
350.0   0.087944
375.0   0.090940
400.0   0.093516
425.0   0.096795
450.0   0.100958
475.0   0.104626
500.0   0.105958
525.0   0.104732
550.0   0.101944
575.0   0.098755
600.0   0.096025
625.0   0.093399
650.0   0.090307
675.0   0.086160
700.0   0.080174
725.0   0.072869
750.0   0.066525
775.0   0.062365
800.0   0.060563
825.0   0.061617
850.0   0.068158
875.0   0.086813
900.0   0.116524
925.0   0.125103
950.0   0.110932
975.0   0.099604
1000.0   0.107241
