# KE    Fraction
  0.0   0.643946
 25.0   0.520221
 50.0   0.419882
 75.0   0.321882
100.0   0.249347
125.0   0.229747
150.0   0.228515
175.0   0.206617
200.0   0.173926
225.0   0.152358
250.0   0.142303
275.0   0.137652
300.0   0.137354
325.0   0.141519
350.0   0.148193
375.0   0.154216
400.0   0.159654
425.0   0.165823
450.0   0.172131
475.0   0.177381
500.0   0.181262
525.0   0.183700
550.0   0.184193
575.0   0.182433
600.0   0.179518
625.0   0.176762
650.0   0.174548
675.0   0.172975
700.0   0.171861
725.0   0.171013
750.0   0.170596
775.0   0.170593
800.0   0.169915
825.0   0.167648
850.0   0.164606
875.0   0.161748
900.0   0.158807
925.0   0.155395
950.0   0.151908
975.0   0.148955
1000.0   0.147154
