# KE    Fraction
  0.0   0.593666
 25.0   0.490176
 50.0   0.408060
 75.0   0.328216
100.0   0.266531
125.0   0.240369
150.0   0.227308
175.0   0.203580
200.0   0.174272
225.0   0.153740
250.0   0.143098
275.0   0.138294
300.0   0.138042
325.0   0.141753
350.0   0.147627
375.0   0.153025
400.0   0.157945
425.0   0.163375
450.0   0.168720
475.0   0.172919
500.0   0.175715
525.0   0.177060
550.0   0.176533
575.0   0.173903
600.0   0.170203
625.0   0.166642
650.0   0.163601
675.0   0.161215
700.0   0.159329
725.0   0.157763
750.0   0.156686
775.0   0.156088
800.0   0.154967
825.0   0.152478
850.0   0.149371
875.0   0.146517
900.0   0.143657
925.0   0.140424
950.0   0.137169
975.0   0.134436
1000.0   0.132776
