# KE    Fraction
  0.0   0.341705
 25.0   0.011874
 50.0   0.291731
 75.0   0.253350
100.0   0.177142
125.0   0.135315
150.0   0.109656
175.0   0.090247
200.0   0.076507
225.0   0.070824
250.0   0.071573
275.0   0.079094
300.0   0.094305
325.0   0.115744
350.0   0.137586
375.0   0.145707
400.0   0.144345
425.0   0.146277
450.0   0.150308
475.0   0.152174
500.0   0.151951
525.0   0.150719
550.0   0.148183
575.0   0.143988
600.0   0.138984
625.0   0.134165
650.0   0.129879
675.0   0.126287
700.0   0.123275
725.0   0.120697
750.0   0.118689
775.0   0.117248
800.0   0.115581
825.0   0.113035
850.0   0.110174
875.0   0.107644
900.0   0.105224
925.0   0.102613
950.0   0.100057
975.0   0.097948
1000.0   0.096680
