# KE    Fraction
  0.0   0.275072
 25.0   0.390932
 50.0   0.162479
 75.0   0.102112
100.0   0.085198
125.0   0.077223
150.0   0.067466
175.0   0.061352
200.0   0.052269
225.0   0.050357
250.0   0.089833
275.0   0.116291
300.0   0.086986
325.0   0.084332
350.0   0.096617
375.0   0.103647
400.0   0.104763
425.0   0.107918
450.0   0.112838
475.0   0.116946
500.0   0.119373
525.0   0.119881
550.0   0.118178
575.0   0.114167
600.0   0.108686
625.0   0.102750
650.0   0.097040
675.0   0.092184
700.0   0.088581
725.0   0.086379
750.0   0.085225
775.0   0.084693
800.0   0.084542
825.0   0.084530
850.0   0.084202
875.0   0.083182
900.0   0.081620
925.0   0.079770
950.0   0.077792
975.0   0.075830
1000.0   0.074042
