#KE	frac
0	0.0
50	0.050085499442841463
100	0.2284787364572876
150	0.44537963069547615
200	0.4096332659681144
250	0.5084307115854637
300	0.5785069179380252
350	0.49440178558672115
400	0.4873067317360399
450	0.49079221681723423
500	0.4863985256115785
550	0.4541405422925467
600	0.42785782535225575
650	0.40936122777000056
700	0.3569805740404652
750	0.3443180281133273
800	0.3662105563448348
850	0.36612079591477376
900	0.3710278402699662
950	0.3619908765449043
1000	0.3525046738023966
