# KE    Fraction
  0.0   0.120961
 25.0   0.000000
 50.0   0.063518
 75.0   0.138651
100.0   0.205823
125.0   0.252713
150.0   0.235536
175.0   0.221500
200.0   0.250256
225.0   0.283257
250.0   0.312461
275.0   0.333765
300.0   0.324257
325.0   0.244630
350.0   0.072209
375.0   0.016632
400.0   0.079276
425.0   0.098468
450.0   0.086794
475.0   0.086063
500.0   0.093611
525.0   0.096271
550.0   0.094509
575.0   0.091775
600.0   0.088531
625.0   0.084602
650.0   0.080574
675.0   0.077223
700.0   0.074875
725.0   0.073603
750.0   0.073124
775.0   0.073103
800.0   0.073348
825.0   0.073658
850.0   0.073636
875.0   0.072949
900.0   0.071734
925.0   0.070226
950.0   0.068568
975.0   0.066893
1000.0   0.065343
