# KE    Fraction
  0.0   0.147579
 25.0   0.070725
 50.0   0.079154
 75.0   0.093718
100.0   0.102918
125.0   0.101166
150.0   0.093213
175.0   0.084620
200.0   0.077503
225.0   0.073266
250.0   0.070862
275.0   0.068865
300.0   0.068681
325.0   0.072029
350.0   0.077261
375.0   0.081390
400.0   0.084599
425.0   0.088239
450.0   0.092297
475.0   0.096195
500.0   0.099133
525.0   0.100382
550.0   0.099657
575.0   0.096956
600.0   0.092975
625.0   0.088553
650.0   0.084257
675.0   0.080614
700.0   0.077981
725.0   0.076508
750.0   0.075895
775.0   0.075769
800.0   0.075931
825.0   0.076174
850.0   0.076088
875.0   0.075329
900.0   0.074037
925.0   0.072452
950.0   0.070722
975.0   0.068982
1000.0   0.067377
