# KE    Fraction
  0.0   0.156472
 25.0   0.000000
 50.0   0.084508
 75.0   0.186006
100.0   0.272012
125.0   0.336292
150.0   0.301204
175.0   0.233714
200.0   0.205304
225.0   0.227529
250.0   0.276766
275.0   0.310021
300.0   0.306844
325.0   0.239008
350.0   0.078831
375.0   0.023475
400.0   0.086247
425.0   0.105075
450.0   0.093995
475.0   0.093472
500.0   0.100827
525.0   0.103253
550.0   0.101227
575.0   0.098079
600.0   0.094324
625.0   0.089878
650.0   0.085369
675.0   0.081599
700.0   0.078914
725.0   0.077389
750.0   0.076724
775.0   0.076564
800.0   0.076701
825.0   0.076925
850.0   0.076818
875.0   0.076037
900.0   0.074722
925.0   0.073114
950.0   0.071362
975.0   0.069602
1000.0   0.067981
