# KE    Fraction
  0.0   0.440386
 25.0   0.014394
 50.0   0.294803
 75.0   0.206463
100.0   0.120530
125.0   0.087834
150.0   0.073797
175.0   0.063135
200.0   0.055871
225.0   0.054891
250.0   0.058217
275.0   0.064901
300.0   0.077066
325.0   0.096481
350.0   0.118183
375.0   0.127189
400.0   0.126823
425.0   0.129542
450.0   0.134777
475.0   0.138700
500.0   0.140390
525.0   0.139869
550.0   0.136867
575.0   0.131288
600.0   0.124111
625.0   0.116497
650.0   0.109249
675.0   0.103092
700.0   0.098458
725.0   0.095480
750.0   0.093748
775.0   0.092783
800.0   0.092299
825.0   0.092013
850.0   0.091431
875.0   0.090151
900.0   0.088328
925.0   0.086226
950.0   0.084014
975.0   0.081846
1000.0   0.079892
