#KE	frac
0	0.0
50	0.021727449990439962
100	0.18954997546394062
150	0.405541793655358
200	0.31350790592802613
250	0.4126137046197183
300	0.4252676887997698
350	0.3960771125682216
400	0.42862310281698457
450	0.43107150467766797
500	0.42960663174515656
550	0.4117655890601822
600	0.3941394495051787
650	0.37001569232994935
700	0.3379899780513039
750	0.3300161998168613
800	0.3406521915369602
850	0.34902123675587293
900	0.346541826783139
950	0.347878020594921
1000	0.32113076599425955
