# KE    Fraction
  0.0   0.474840
 25.0   0.424621
 50.0   0.326505
 75.0   0.238557
100.0   0.179416
125.0   0.157756
150.0   0.148955
175.0   0.132405
200.0   0.114910
225.0   0.107305
250.0   0.106954
275.0   0.108365
300.0   0.111285
325.0   0.116608
350.0   0.122826
375.0   0.127692
400.0   0.131519
425.0   0.135425
450.0   0.139379
475.0   0.142837
500.0   0.144724
525.0   0.144061
550.0   0.140656
575.0   0.134705
600.0   0.127188
625.0   0.119223
650.0   0.111644
675.0   0.105215
700.0   0.100369
725.0   0.097231
750.0   0.095380
775.0   0.094326
800.0   0.093773
825.0   0.093431
850.0   0.092796
875.0   0.091463
900.0   0.089589
925.0   0.087438
950.0   0.085181
975.0   0.082974
1000.0   0.080986
