# KE    Fraction
  0.0   0.341655
 25.0   0.510388
 50.0   0.212131
 75.0   0.121409
100.0   0.090708
125.0   0.078797
150.0   0.067735
175.0   0.059270
200.0   0.053895
225.0   0.052461
250.0   0.053813
275.0   0.054449
300.0   0.055824
325.0   0.060295
350.0   0.065282
375.0   0.068593
400.0   0.071005
425.0   0.074082
450.0   0.078231
475.0   0.082410
500.0   0.084600
525.0   0.083992
550.0   0.081371
575.0   0.077815
600.0   0.074103
625.0   0.070084
650.0   0.065645
675.0   0.060782
700.0   0.055337
725.0   0.049816
750.0   0.045409
775.0   0.042649
800.0   0.041795
825.0   0.043346
850.0   0.048881
875.0   0.062830
900.0   0.084529
925.0   0.090847
950.0   0.080494
975.0   0.071926
1000.0   0.076584
