# KE    Fraction
  0.0   0.084681
 25.0   0.025887
 50.0   0.043127
 75.0   0.067388
100.0   0.085411
125.0   0.086089
150.0   0.077426
175.0   0.069534
200.0   0.063905
225.0   0.060410
250.0   0.058219
275.0   0.056507
300.0   0.056459
325.0   0.059448
350.0   0.064076
375.0   0.067753
400.0   0.070651
425.0   0.073999
450.0   0.077799
475.0   0.081530
500.0   0.084495
525.0   0.086055
550.0   0.085921
575.0   0.084048
600.0   0.081037
625.0   0.077627
650.0   0.074295
675.0   0.071488
700.0   0.069526
725.0   0.068554
750.0   0.068310
775.0   0.068460
800.0   0.068831
825.0   0.069245
850.0   0.069327
875.0   0.068759
900.0   0.067674
925.0   0.066295
950.0   0.064761
975.0   0.063200
1000.0   0.061745
