# KE    Fraction
  0.0   0.307692
 25.0   0.223938
 50.0   0.186235
 75.0   0.223922
100.0   0.252869
125.0   0.333856
150.0   0.317676
175.0   0.311932
200.0   0.329972
225.0   0.370771
250.0   0.421095
275.0   0.515366
300.0   0.527764
325.0   0.350800
350.0   0.060353
375.0   0.000000
400.0   0.065263
425.0   0.089263
450.0   0.072645
475.0   0.071072
500.0   0.080228
525.0   0.082132
550.0   0.078441
575.0   0.074957
600.0   0.072158
625.0   0.068669
650.0   0.064505
675.0   0.060041
700.0   0.055076
725.0   0.049953
750.0   0.045806
775.0   0.043205
800.0   0.042436
825.0   0.044004
850.0   0.049436
875.0   0.062856
900.0   0.083096
925.0   0.088753
950.0   0.079163
975.0   0.071128
1000.0   0.075332
