#KE	frac
0	0.0
50	0.05237038364511105
100	0.2771307887836384
150	0.49031811246394835
200	0.49628677327671356
250	0.4654163430075603
300	0.45239766819963867
350	0.4700316864499682
400	0.46291638140317215
450	0.46829294883803424
500	0.4675690481896126
550	0.44144894132478457
600	0.4218692061257919
650	0.3998494709825538
700	0.3537011471784785
750	0.3464404716679802
800	0.35536553960778855
850	0.360704466102544
900	0.3700088992575917
950	0.3518894546977169
1000	0.34297776058929197
