#KE	frac
0	0.0
50	0.0660705494210395
100	0.30346405796152687
150	0.5052993192865214
200	0.5388598476740079
250	0.5210856823684936
300	0.5330133007235568
350	0.6326988559231544
400	0.6122331383039746
450	0.5833981020103174
500	0.5458361520429864
550	0.5144341304074155
600	0.4743725631931206
650	0.43649018112989296
700	0.38833805577451586
750	0.37434312450855983
800	0.3821695111500622
850	0.398929088031222
900	0.4091168529536828
950	0.39436017825701764
1000	0.39067317512330413
