# KE    Fraction
  0.0   0.078224
 25.0   0.000000
 50.0   0.039609
 75.0   0.167496
100.0   0.277451
125.0   0.308088
150.0   0.217243
175.0   0.182743
200.0   0.262466
225.0   0.292766
250.0   0.290940
275.0   0.317882
300.0   0.326118
325.0   0.243887
350.0   0.062404
375.0   0.010045
400.0   0.068870
425.0   0.087656
450.0   0.075931
475.0   0.075090
500.0   0.082587
525.0   0.085457
550.0   0.084107
575.0   0.081970
600.0   0.079443
625.0   0.076261
650.0   0.072947
675.0   0.070217
700.0   0.068368
725.0   0.067467
750.0   0.067261
775.0   0.067443
800.0   0.067842
825.0   0.068277
850.0   0.068380
875.0   0.067837
900.0   0.066779
925.0   0.065428
950.0   0.063921
975.0   0.062384
1000.0   0.060950
