# KE    Fraction
  0.0   0.000000
 25.0   0.009682
 50.0   0.087399
 75.0   0.170815
100.0   0.259928
125.0   0.354739
150.0   0.455247
175.0   0.561454
200.0   0.673358
225.0   0.790960
250.0   0.914260
275.0   1.043257
300.0   1.177953
325.0   1.318346
350.0   1.464437
375.0   1.616225
400.0   1.773712
425.0   1.936896
450.0   2.105778
475.0   2.280358
500.0   2.460635
525.0   2.646610
550.0   2.838284
575.0   3.035654
600.0   3.238723
625.0   3.447489
650.0   3.661953
675.0   3.882115
700.0   4.107975
725.0   4.339532
750.0   4.576788
775.0   4.819741
800.0   5.068392
825.0   5.322740
850.0   5.582786
875.0   5.848530
900.0   6.119972
925.0   6.397112
950.0   6.679949
975.0   6.968484
1000.0   7.262717
