# KE    Fraction
  0.0        nan
 25.0   0.000000
 50.0   0.000000
 75.0   0.096723
100.0   0.248931
125.0   0.300000
150.0   0.298366
175.0   0.272687
200.0   0.252789
225.0   0.269838
250.0   0.319818
275.0   0.375890
300.0   0.399778
325.0   0.344417
350.0   0.172625
375.0   0.000000
400.0   0.000000
425.0   0.000000
450.0   0.000000
475.0   0.000000
500.0   0.000000
525.0   0.000000
550.0   0.000000
575.0   0.000000
600.0   0.000000
625.0   0.000000
650.0   0.000000
675.0   0.000000
700.0   0.000000
725.0   0.000000
750.0   0.000000
775.0   0.000000
800.0   0.000000
825.0   0.000000
850.0   0.000000
875.0   0.000000
900.0   0.000000
925.0   0.000000
950.0   0.000000
975.0   0.000000
1000.0   0.000000
