# KE    Fraction
  0.0   0.153781
 25.0   0.071703
 50.0   0.082880
 75.0   0.101315
100.0   0.112066
125.0   0.106532
150.0   0.094532
175.0   0.085146
200.0   0.078645
225.0   0.074541
250.0   0.071927
275.0   0.069853
300.0   0.069710
325.0   0.073101
350.0   0.078361
375.0   0.082517
400.0   0.085754
425.0   0.089415
450.0   0.093488
475.0   0.097392
500.0   0.100321
525.0   0.101538
550.0   0.100759
575.0   0.097986
600.0   0.093922
625.0   0.089415
650.0   0.085038
675.0   0.081325
700.0   0.078636
725.0   0.077122
750.0   0.076478
775.0   0.076328
800.0   0.076472
825.0   0.076701
850.0   0.076601
875.0   0.075826
900.0   0.074518
925.0   0.072917
950.0   0.071172
975.0   0.069418
1000.0   0.067802
