# KE    Fraction
  0.0   0.085414
 25.0   0.098986
 50.0   0.083008
 75.0   0.085175
100.0   0.098150
125.0   0.113850
150.0   0.117434
175.0   0.115382
200.0   0.114198
225.0   0.118197
250.0   0.126007
275.0   0.131160
300.0   0.139740
325.0   0.158197
350.0   0.165434
375.0   0.138869
400.0   0.089369
425.0   0.036978
450.0   0.000000
475.0   0.000000
500.0   0.000000
525.0   0.002038
550.0   0.000000
575.0   0.000000
600.0   0.000000
625.0   0.000150
650.0   0.000000
675.0   0.000000
700.0   0.000000
725.0   0.000009
750.0   0.000000
775.0   0.000000
800.0   0.000000
825.0   0.000001
850.0   0.000000
875.0   0.000000
900.0   0.000000
925.0   0.000000
950.0   0.000000
975.0   0.000000
1000.0   0.000000
