# KE    Fraction
  0.0   0.022270
 25.0   0.000000
 50.0   0.017821
 75.0   0.073685
100.0   0.119768
125.0   0.136540
150.0   0.136500
175.0   0.136355
200.0   0.137781
225.0   0.138807
250.0   0.138755
275.0   0.138487
300.0   0.143844
325.0   0.158715
350.0   0.165144
375.0   0.139450
400.0   0.090385
425.0   0.037538
450.0   0.000000
475.0   0.000000
500.0   0.000000
525.0   0.002118
550.0   0.000000
575.0   0.000000
600.0   0.000000
625.0   0.000168
650.0   0.000000
675.0   0.000000
700.0   0.000000
725.0   0.000013
750.0   0.000000
775.0   0.000000
800.0   0.000000
825.0   0.000001
850.0   0.000000
875.0   0.000000
900.0   0.000000
925.0   0.000000
950.0   0.000000
975.0   0.000000
1000.0   0.000000
